sale_id,sale_date,sales_rep,region,product,deal_stage,lead_source,deal_value,quantity,discount_percent,days_to_close,customer_size,is_new_customer,satisfaction_score,final_value
1530,2024-05-28,Carol Williams,West,Hardware Bundle,Lost,Cold Call,7349.23,9,10,51,Small,False,4.8,6614.31
1634,2024-05-29,Frank Miller,North,Consulting Hours,Lost,Referral,49068.49,14,0,6,Medium,True,1.0,49068.49
1844,2024-05-30,Jack Thompson,North,Software License,Won,Referral,46823.39,9,10,84,Large,False,2.0,42141.05
1389,2024-05-30,Carol Williams,Central,Cloud Storage,Lost,Referral,36868.07,12,0,59,Small,False,1.6,36868.07
1436,2024-05-30,David Brown,West,Training Package,Won,Social Media,29001.4,12,25,86,Large,True,2.8,21751.05
1057,2024-05-30,Alice Johnson,South,Hardware Bundle,Won,Email Campaign,28905.6,2,0,5,Large,False,4.2,28905.6
1529,2024-05-31,Ivy Anderson,South,Hardware Bundle,Won,Trade Show,19690.91,18,25,15,Medium,True,1.1,14768.18
1837,2024-05-31,Emma Davis,West,Hardware Bundle,Won,Referral,31977.58,12,5,2,Large,False,4.8,30378.7
1973,2024-06-01,David Brown,West,Cloud Storage,Won,Cold Call,39423.42,16,5,67,Small,False,1.1,37452.25
1472,2024-06-01,Emma Davis,South,Consulting Hours,Lost,Trade Show,25210.35,11,5,56,Small,True,2.7,23949.83
1954,2024-06-02,Ivy Anderson,West,Consulting Hours,Won,Email Campaign,44506.1,7,25,12,Small,False,3.5,33379.57
1343,2024-06-02,Frank Miller,Central,Hardware Bundle,Won,Trade Show,42293.59,14,20,51,Large,True,1.3,33834.87
1828,2024-06-02,Grace Wilson,West,Support Plan,Won,Cold Call,16796.92,7,10,64,Medium,False,2.8,15117.23
1520,2024-06-02,Jack Thompson,North,Cloud Storage,Lost,Trade Show,31105.39,17,0,65,Enterprise,True,2.7,31105.39
1764,2024-06-02,Henry Taylor,South,Training Package,Won,Social Media,14938.83,6,20,61,Large,False,4.6,11951.06
1193,2024-06-03,Alice Johnson,South,Support Plan,Won,Cold Call,32518.44,8,10,19,Enterprise,False,2.3,29266.6
1494,2024-06-03,Ivy Anderson,North,Software License,Lost,Social Media,27457.47,19,10,36,Large,False,2.3,24711.72
1547,2024-06-03,Emma Davis,West,Cloud Storage,Won,Website,9990.94,9,10,80,Enterprise,False,3.0,8991.85
1144,2024-06-03,David Brown,East,Software License,Won,Referral,20214.89,7,25,1,Large,True,1.4,15161.17
1450,2024-06-03,Grace Wilson,West,Hardware Bundle,Won,Trade Show,17470.53,7,0,81,Medium,False,2.4,17470.53
1234,2024-06-04,Alice Johnson,Central,Hardware Bundle,Won,Cold Call,45619.98,1,25,43,Small,False,2.4,34214.98
1321,2024-06-04,Emma Davis,Central,Hardware Bundle,Won,Trade Show,45254.7,4,10,44,Large,False,3.6,40729.23
1230,2024-06-05,Grace Wilson,South,Software License,Lost,Trade Show,7048.25,9,10,28,Medium,False,1.2,6343.42
1793,2024-06-05,Bob Smith,South,Consulting Hours,Lost,Email Campaign,36009.46,16,0,33,Small,False,4.7,36009.46
1738,2024-06-05,Ivy Anderson,South,API Access,Won,Trade Show,31559.66,17,5,29,Enterprise,False,4.2,29981.68
1336,2024-06-06,Grace Wilson,Central,Support Plan,Won,Website,27083.55,19,10,54,Medium,False,2.2,24375.2
1289,2024-06-06,Henry Taylor,North,Hardware Bundle,Won,Trade Show,45933.12,18,25,19,Small,True,4.9,34449.84
1344,2024-06-06,Alice Johnson,West,Software License,Won,Website,45832.48,14,15,15,Small,True,2.9,38957.61
1257,2024-06-06,Grace Wilson,Central,Consulting Hours,Won,Email Campaign,7299.41,12,5,71,Large,False,1.2,6934.44
1545,2024-06-06,Ivy Anderson,West,Training Package,Lost,Cold Call,30899.59,18,15,85,Small,False,1.8,26264.65
1272,2024-06-06,David Brown,Central,Cloud Storage,Won,Email Campaign,27914.26,2,25,35,Enterprise,False,3.5,20935.7
1120,2024-06-06,Bob Smith,North,Support Plan,Won,Email Campaign,2494.3,15,15,68,Small,False,4.2,2120.16
1740,2024-06-06,David Brown,East,Premium Subscription,Won,Trade Show,49877.15,7,0,70,Medium,False,4.2,49877.15
1580,2024-06-06,Henry Taylor,West,Hardware Bundle,Lost,Social Media,9142.2,5,5,65,Enterprise,True,2.7,8685.09
1478,2024-06-07,Grace Wilson,South,Software License,Lost,Referral,13456.68,8,15,89,Medium,False,2.2,11438.18
1488,2024-06-07,Emma Davis,Central,API Access,Pending,Email Campaign,39916.88,10,5,50,Enterprise,False,1.4,37921.04
1013,2024-06-07,David Brown,Central,Software License,Lost,Cold Call,1048.39,12,5,80,Large,True,2.4,995.97
1569,2024-06-07,Emma Davis,West,API Access,Won,Email Campaign,13621.52,5,25,80,Enterprise,False,2.0,10216.14
1510,2024-06-08,David Brown,North,Consulting Hours,Won,Cold Call,1829.95,1,5,46,Large,False,1.5,1738.45
1202,2024-06-08,Carol Williams,South,Software License,Won,Website,41117.33,16,25,27,Medium,False,3.3,30838.0
1934,2024-06-08,Alice Johnson,North,Premium Subscription,Won,Cold Call,4440.45,11,15,7,Large,True,1.4,3774.38
1126,2024-06-08,Emma Davis,South,Cloud Storage,Won,Social Media,4644.38,4,10,75,Small,True,3.1,4179.94
1411,2024-06-08,Frank Miller,Central,Support Plan,Pending,Trade Show,33734.6,2,15,65,Large,True,1.0,28674.41
1417,2024-06-10,Ivy Anderson,South,Software License,Pending,Referral,12470.99,10,20,11,Small,True,1.6,9976.79
1787,2024-06-10,Grace Wilson,East,Consulting Hours,Pending,Social Media,15880.41,10,0,38,Enterprise,True,1.3,15880.41
1008,2024-06-10,Grace Wilson,East,Premium Subscription,Won,Referral,28643.34,4,10,3,Large,False,2.3,25779.01
1001,2024-06-10,Carol Williams,West,Support Plan,Won,Cold Call,9470.67,9,20,62,Enterprise,False,3.6,7576.54
1369,2024-06-11,Carol Williams,Central,Consulting Hours,Lost,Social Media,47649.58,5,0,75,Small,True,2.1,47649.58
1284,2024-06-11,Emma Davis,North,Training Package,Won,Referral,4113.68,18,10,28,Large,False,1.6,3702.31
1532,2024-06-12,Jack Thompson,West,Consulting Hours,Won,Cold Call,42919.74,10,20,86,Enterprise,False,2.7,34335.79
1739,2024-06-12,Alice Johnson,North,Consulting Hours,Pending,Website,46221.41,16,5,69,Large,True,4.0,43910.34
1066,2024-06-13,Carol Williams,South,Hardware Bundle,Pending,Cold Call,24978.8,9,5,65,Medium,False,3.1,23729.86
1429,2024-06-13,Grace Wilson,Central,API Access,Lost,Trade Show,23889.51,13,20,70,Medium,True,1.6,19111.61
1804,2024-06-13,Alice Johnson,North,Software License,Won,Referral,2005.59,11,5,42,Enterprise,True,4.2,1905.31
1868,2024-06-14,Henry Taylor,North,Software License,Won,Cold Call,41270.46,14,5,72,Enterprise,False,3.4,39206.94
1004,2024-06-14,Bob Smith,East,Support Plan,Won,Social Media,32787.62,6,0,66,Small,False,2.0,32787.62
1166,2024-06-15,Jack Thompson,East,Training Package,Lost,Referral,43630.1,16,25,80,Enterprise,True,3.5,32722.57
1415,2024-06-15,Ivy Anderson,North,Support Plan,Won,Website,34596.12,13,20,50,Enterprise,False,2.2,27676.9
1587,2024-06-16,Ivy Anderson,West,API Access,Lost,Cold Call,36196.05,14,10,38,Large,True,2.8,32576.45
1923,2024-06-16,Grace Wilson,East,Training Package,Lost,Website,39933.92,12,5,40,Small,True,3.3,37937.22
1925,2024-06-18,David Brown,East,API Access,Won,Website,35421.76,7,0,82,Large,False,4.6,35421.76
1823,2024-06-18,David Brown,West,Software License,Won,Social Media,4227.42,3,25,47,Large,False,2.6,3170.56
1927,2024-06-18,David Brown,West,Support Plan,Lost,Email Campaign,37654.62,5,10,33,Medium,False,2.4,33889.16
1897,2024-06-18,Ivy Anderson,East,Training Package,Pending,Trade Show,11050.53,18,15,44,Large,True,3.8,9392.95
1929,2024-06-18,Jack Thompson,West,Software License,Won,Cold Call,7605.47,12,10,57,Enterprise,False,4.1,6844.92
1288,2024-06-19,Frank Miller,Central,Software License,Won,Social Media,37594.26,10,10,78,Medium,False,1.3,33834.83
1779,2024-06-19,Grace Wilson,Central,Software License,Won,Referral,14474.53,13,5,72,Small,True,4.8,13750.8
1948,2024-06-19,Alice Johnson,North,Training Package,Won,Trade Show,30180.06,16,25,64,Large,True,2.6,22635.04
1262,2024-06-19,Alice Johnson,West,Premium Subscription,Lost,Trade Show,37444.96,3,15,32,Large,True,4.1,31828.22
1203,2024-06-20,Henry Taylor,Central,Premium Subscription,Pending,Referral,33993.91,9,5,60,Small,False,1.7,32294.21
1877,2024-06-20,Alice Johnson,West,Hardware Bundle,Pending,Trade Show,4179.56,6,15,14,Medium,True,4.9,3552.63
1201,2024-06-20,Grace Wilson,North,Training Package,Won,Email Campaign,10129.48,18,0,41,Medium,True,3.1,10129.48
1283,2024-06-20,Bob Smith,South,Cloud Storage,Lost,Social Media,12487.65,11,10,83,Medium,False,1.7,11238.88
1206,2024-06-20,Henry Taylor,Central,Premium Subscription,Won,Website,29102.48,16,10,28,Medium,False,1.5,26192.23
1989,2024-06-20,Ivy Anderson,Central,Support Plan,Pending,Referral,34018.68,5,20,49,Large,True,2.5,27214.94
1196,2024-06-20,Frank Miller,West,Consulting Hours,Lost,Referral,15703.71,6,25,11,Enterprise,False,3.2,11777.78
1535,2024-06-21,Carol Williams,East,Support Plan,Won,Cold Call,35192.85,14,5,58,Medium,False,2.1,33433.21
1362,2024-06-21,Frank Miller,North,Training Package,Won,Referral,25372.05,3,10,23,Small,False,3.6,22834.84
1531,2024-06-22,David Brown,Central,Premium Subscription,Won,Email Campaign,37039.33,8,10,27,Large,False,2.8,33335.4
1346,2024-06-23,Emma Davis,South,Training Package,Lost,Referral,14538.59,3,10,38,Small,False,1.4,13084.73
1281,2024-06-23,Frank Miller,East,Support Plan,Won,Trade Show,35425.35,13,15,32,Enterprise,True,3.3,30111.55
1178,2024-06-23,David Brown,West,Consulting Hours,Lost,Cold Call,3652.4,16,5,72,Enterprise,True,3.1,3469.78
1654,2024-06-24,Ivy Anderson,East,Support Plan,Lost,Referral,20509.96,1,5,45,Large,True,1.1,19484.46
1440,2024-06-24,Jack Thompson,North,Software License,Lost,Website,4810.02,18,25,47,Medium,True,1.6,3607.52
1770,2024-06-25,Frank Miller,East,Cloud Storage,Pending,Website,6352.8,14,25,61,Small,False,1.9,4764.6
1983,2024-06-25,Grace Wilson,East,Hardware Bundle,Won,Website,20073.2,2,15,41,Large,False,3.7,17062.22
1972,2024-06-25,Ivy Anderson,East,Consulting Hours,Lost,Cold Call,32230.73,11,25,14,Medium,False,4.3,24173.05
1452,2024-06-25,Grace Wilson,West,Cloud Storage,Won,Trade Show,28735.27,3,10,21,Large,True,1.1,25861.74
1906,2024-06-26,Emma Davis,North,Support Plan,Won,Website,42328.11,17,0,41,Medium,False,3.9,42328.11
1722,2024-06-26,Carol Williams,North,API Access,Won,Website,15439.56,7,20,19,Medium,False,2.7,12351.65
1279,2024-06-27,Emma Davis,East,Training Package,Lost,Social Media,36277.84,5,0,6,Small,False,5.0,36277.84
1433,2024-06-27,Bob Smith,South,API Access,Won,Website,10367.6,9,10,86,Large,False,2.8,9330.84
1177,2024-06-28,Grace Wilson,North,Cloud Storage,Won,Cold Call,15649.33,15,15,87,Large,False,4.6,13301.93
1863,2024-06-28,Carol Williams,West,Premium Subscription,Won,Email Campaign,44576.83,2,10,31,Large,False,2.7,40119.15
1592,2024-06-29,Frank Miller,North,Consulting Hours,Lost,Trade Show,12816.54,9,0,75,Large,False,3.7,12816.54
1446,2024-06-29,Carol Williams,South,Cloud Storage,Won,Referral,42521.73,10,20,71,Enterprise,False,3.1,34017.38
1689,2024-06-29,Carol Williams,West,API Access,Pending,Email Campaign,37435.89,18,20,59,Small,True,3.7,29948.71
1009,2024-06-29,Jack Thompson,Central,Software License,Won,Website,3429.27,5,5,12,Medium,False,1.9,3257.81
1840,2024-06-29,Jack Thompson,East,Premium Subscription,Lost,Cold Call,2829.39,5,5,70,Medium,True,4.3,2687.92
1612,2024-06-29,Bob Smith,Central,Hardware Bundle,Lost,Cold Call,43193.24,10,20,86,Small,True,1.2,34554.59
1225,2024-06-30,Jack Thompson,North,API Access,Won,Email Campaign,43193.58,5,10,7,Large,True,1.1,38874.22
1236,2024-07-01,Grace Wilson,South,Consulting Hours,Won,Social Media,3280.02,10,5,85,Enterprise,False,3.3,3116.02
1428,2024-07-01,Emma Davis,South,Training Package,Won,Referral,23829.76,19,15,75,Large,True,1.1,20255.3
1400,2024-07-02,Ivy Anderson,South,API Access,Won,Referral,38514.51,10,20,24,Medium,False,2.0,30811.61
1644,2024-07-03,Frank Miller,North,Consulting Hours,Lost,Website,5477.86,5,25,36,Small,True,1.5,4108.39
1913,2024-07-03,Emma Davis,Central,Software License,Lost,Website,7099.68,7,20,82,Medium,False,4.0,5679.74
1451,2024-07-03,Grace Wilson,Central,API Access,Pending,Website,6018.64,6,25,30,Medium,False,4.3,4513.98
1214,2024-07-03,Alice Johnson,West,Software License,Won,Website,23705.1,6,15,38,Large,False,3.5,20149.34
1639,2024-07-03,David Brown,West,Cloud Storage,Pending,Trade Show,19452.72,8,5,12,Large,True,3.0,18480.08
1819,2024-07-03,David Brown,North,API Access,Pending,Email Campaign,35911.36,14,20,71,Enterprise,True,4.0,28729.09
1366,2024-07-04,Jack Thompson,North,Premium Subscription,Won,Email Campaign,30493.35,10,5,38,Small,False,3.0,28968.68
1443,2024-07-04,Henry Taylor,North,Premium Subscription,Won,Cold Call,10749.33,5,10,36,Enterprise,True,1.2,9674.4
1883,2024-07-04,Frank Miller,East,Hardware Bundle,Won,Social Media,13306.19,1,25,62,Medium,False,4.1,9979.64
1352,2024-07-05,David Brown,East,Consulting Hours,Lost,Social Media,6373.7,9,25,49,Medium,True,1.1,4780.27
1249,2024-07-05,Carol Williams,West,Cloud Storage,Pending,Cold Call,43524.16,17,15,51,Medium,True,2.2,36995.54
1305,2024-07-05,Frank Miller,Central,Hardware Bundle,Lost,Social Media,2366.04,4,0,88,Medium,False,1.3,2366.04
1171,2024-07-05,Bob Smith,West,Training Package,Won,Referral,42739.8,14,10,83,Enterprise,False,4.9,38465.82
1253,2024-07-06,David Brown,East,Support Plan,Won,Cold Call,40972.36,15,15,22,Enterprise,True,1.2,34826.51
1100,2024-07-06,Henry Taylor,South,Support Plan,Won,Cold Call,35497.26,18,5,9,Enterprise,False,4.2,33722.4
1444,2024-07-06,Carol Williams,East,Support Plan,Won,Cold Call,27426.67,10,20,32,Enterprise,False,1.7,21941.34
1208,2024-07-07,Bob Smith,East,Hardware Bundle,Lost,Referral,24121.4,13,0,17,Enterprise,True,3.8,24121.4
1215,2024-07-07,Bob Smith,South,API Access,Won,Trade Show,35428.95,16,20,70,Large,True,2.8,28343.16
1276,2024-07-08,Grace Wilson,South,Hardware Bundle,Won,Email Campaign,37766.01,19,5,34,Large,False,4.7,35877.71
1016,2024-07-08,Ivy Anderson,North,Cloud Storage,Won,Trade Show,21985.58,4,15,63,Small,False,2.8,18687.74
1042,2024-07-08,Carol Williams,Central,Support Plan,Won,Social Media,6959.98,13,15,52,Large,False,3.2,5915.98
1127,2024-07-08,Henry Taylor,Central,Software License,Lost,Referral,19604.01,3,0,12,Small,True,4.3,19604.01
1626,2024-07-09,Bob Smith,North,Support Plan,Lost,Trade Show,39258.51,9,0,31,Medium,False,4.6,39258.51
1807,2024-07-10,Emma Davis,South,Training Package,Pending,Social Media,11425.27,15,25,73,Medium,False,4.1,8568.95
1745,2024-07-10,Frank Miller,East,Cloud Storage,Lost,Website,12491.73,12,20,46,Small,True,4.0,9993.38
1593,2024-07-10,Grace Wilson,West,Training Package,Won,Website,20690.54,11,5,61,Medium,False,3.6,19656.01
1850,2024-07-10,Ivy Anderson,East,Cloud Storage,Pending,Referral,28637.38,8,25,56,Large,False,4.7,21478.04
1981,2024-07-10,Bob Smith,South,Premium Subscription,Won,Trade Show,49331.13,9,20,77,Medium,False,3.5,39464.9
1655,2024-07-11,Grace Wilson,North,Software License,Won,Email Campaign,49666.63,19,25,76,Large,False,2.0,37249.97
1971,2024-07-11,Emma Davis,Central,Cloud Storage,Pending,Website,26363.59,18,5,69,Small,False,1.6,25045.41
1163,2024-07-11,Carol Williams,West,Premium Subscription,Won,Trade Show,24539.52,17,20,79,Medium,True,4.8,19631.62
1111,2024-07-12,Jack Thompson,Central,Software License,Pending,Referral,3327.3,7,0,63,Small,False,4.1,3327.3
1303,2024-07-12,Ivy Anderson,West,Software License,Pending,Trade Show,2070.26,4,20,78,Enterprise,False,2.2,1656.21
1044,2024-07-12,David Brown,Central,API Access,Won,Email Campaign,16206.62,13,20,88,Small,False,3.0,12965.3
1618,2024-07-13,Jack Thompson,South,API Access,Lost,Referral,3623.77,8,15,75,Small,True,1.7,3080.2
1693,2024-07-13,Carol Williams,North,Support Plan,Won,Trade Show,10001.79,4,0,37,Large,False,3.5,10001.79
1101,2024-07-13,Emma Davis,North,API Access,Lost,Cold Call,33297.11,1,25,13,Large,True,4.0,24972.83
1957,2024-07-14,Alice Johnson,South,Consulting Hours,Won,Social Media,13705.22,8,10,33,Enterprise,False,2.1,12334.7
1183,2024-07-14,Alice Johnson,Central,Premium Subscription,Won,Website,34291.3,15,0,65,Enterprise,True,3.4,34291.3
1809,2024-07-15,Henry Taylor,East,Hardware Bundle,Pending,Email Campaign,3579.15,18,25,9,Large,False,1.0,2684.36
1103,2024-07-16,Bob Smith,Central,Premium Subscription,Lost,Trade Show,44352.74,6,0,27,Medium,True,5.0,44352.74
1998,2024-07-16,Alice Johnson,Central,Premium Subscription,Won,Cold Call,13921.54,11,25,59,Enterprise,False,3.0,10441.16
1267,2024-07-17,David Brown,West,Cloud Storage,Lost,Referral,19132.54,17,0,71,Small,False,3.5,19132.54
1990,2024-07-17,Emma Davis,West,Hardware Bundle,Won,Trade Show,6391.55,1,5,73,Large,False,1.3,6071.97
1641,2024-07-18,David Brown,West,Software License,Won,Website,27602.14,3,0,54,Small,True,4.5,27602.14
1608,2024-07-18,Alice Johnson,South,Cloud Storage,Lost,Trade Show,19697.8,18,5,7,Medium,True,3.6,18712.91
1994,2024-07-19,Emma Davis,West,Training Package,Pending,Cold Call,13072.25,8,20,86,Enterprise,False,4.4,10457.8
1387,2024-07-19,Grace Wilson,North,Consulting Hours,Lost,Trade Show,13415.47,18,20,10,Small,True,2.2,10732.38
1388,2024-07-20,Carol Williams,Central,Training Package,Pending,Referral,48495.99,17,15,73,Enterprise,False,4.1,41221.59
1677,2024-07-20,Alice Johnson,North,Software License,Won,Referral,5567.17,12,5,79,Medium,False,3.9,5288.81
1148,2024-07-20,Alice Johnson,North,Support Plan,Won,Social Media,40697.84,3,25,72,Large,True,2.4,30523.38
1681,2024-07-21,Henry Taylor,Central,Hardware Bundle,Pending,Website,26874.94,7,0,47,Large,True,1.6,26874.94
1426,2024-07-21,Jack Thompson,South,API Access,Won,Website,35776.95,14,25,9,Large,True,2.6,26832.71
1578,2024-07-21,Henry Taylor,East,Hardware Bundle,Won,Trade Show,24372.56,9,20,63,Small,False,2.3,19498.05
1584,2024-07-21,Carol Williams,West,Cloud Storage,Lost,Trade Show,29342.96,3,0,66,Medium,False,2.6,29342.96
1260,2024-07-21,Jack Thompson,Central,Cloud Storage,Won,Cold Call,46575.79,1,5,30,Medium,False,4.6,44247.0
1465,2024-07-21,Bob Smith,West,Consulting Hours,Won,Email Campaign,6187.86,2,20,30,Medium,True,2.7,4950.29
1233,2024-07-21,Henry Taylor,North,Premium Subscription,Won,Cold Call,49775.97,9,10,67,Medium,True,3.7,44798.37
1432,2024-07-22,Henry Taylor,East,Premium Subscription,Lost,Social Media,20948.82,3,0,77,Large,False,3.0,20948.82
1703,2024-07-22,Frank Miller,South,Software License,Pending,Trade Show,8165.45,4,25,48,Enterprise,False,2.3,6124.09
1753,2024-07-22,Alice Johnson,East,Hardware Bundle,Won,Trade Show,31629.21,9,5,3,Large,True,3.5,30047.75
1916,2024-07-22,Bob Smith,North,Hardware Bundle,Lost,Trade Show,1176.25,7,25,54,Small,True,5.0,882.19
1622,2024-07-22,Frank Miller,West,Consulting Hours,Won,Website,9390.19,12,5,80,Small,True,2.0,8920.68
1599,2024-07-23,Jack Thompson,East,Consulting Hours,Lost,Cold Call,38833.76,2,10,42,Medium,False,3.3,34950.38
1924,2024-07-23,Frank Miller,North,API Access,Won,Trade Show,17230.09,16,25,83,Enterprise,False,2.0,12922.57
1725,2024-07-23,Alice Johnson,South,Premium Subscription,Won,Referral,20450.05,9,20,22,Medium,False,3.3,16360.04
1431,2024-07-24,Carol Williams,West,Support Plan,Won,Website,26106.03,12,10,70,Enterprise,True,1.3,23495.43
1273,2024-07-24,Jack Thompson,West,Consulting Hours,Won,Trade Show,25892.48,11,10,21,Small,True,3.2,23303.23
1493,2024-07-24,Alice Johnson,South,Training Package,Won,Email Campaign,17291.4,5,5,60,Large,False,4.9,16426.83
1244,2024-07-24,Carol Williams,North,Training Package,Lost,Website,21085.14,5,0,61,Large,False,3.1,21085.14
1671,2024-07-24,Carol Williams,Central,Cloud Storage,Pending,Trade Show,27592.57,8,20,68,Medium,False,4.5,22074.06
1325,2024-07-24,Grace Wilson,Central,Hardware Bundle,Won,Referral,7282.54,16,15,25,Large,True,3.8,6190.16
1245,2024-07-25,Carol Williams,South,Software License,Lost,Referral,3624.93,7,20,40,Medium,True,2.6,2899.94
1241,2024-07-25,Frank Miller,West,Cloud Storage,Lost,Email Campaign,23398.38,18,25,9,Medium,False,4.1,17548.78
1646,2024-07-25,Jack Thompson,West,Software License,Lost,Cold Call,31027.28,13,0,58,Medium,False,4.1,31027.28
1663,2024-07-26,Henry Taylor,West,Training Package,Lost,Social Media,14857.18,12,15,52,Small,True,3.0,12628.6
1401,2024-07-27,Grace Wilson,West,API Access,Pending,Trade Show,31614.04,18,5,78,Medium,False,3.6,30033.34
1944,2024-07-27,Jack Thompson,West,Software License,Won,Website,13493.01,16,10,29,Medium,False,2.1,12143.71
1017,2024-07-27,Alice Johnson,West,Premium Subscription,Pending,Referral,6814.72,14,25,62,Medium,True,1.1,5111.04
1255,2024-07-28,Frank Miller,North,Hardware Bundle,Pending,Cold Call,42735.5,14,0,62,Enterprise,False,1.3,42735.5
1365,2024-07-28,Alice Johnson,North,API Access,Lost,Referral,49049.29,10,15,6,Enterprise,True,2.0,41691.9
1549,2024-07-28,Ivy Anderson,East,Consulting Hours,Won,Email Campaign,29404.0,9,25,4,Enterprise,False,4.6,22053.0
1825,2024-07-28,Bob Smith,Central,Training Package,Won,Email Campaign,41116.96,12,5,75,Enterprise,True,1.5,39061.11
1583,2024-07-28,Henry Taylor,North,Software License,Lost,Cold Call,44968.59,16,25,37,Enterprise,True,3.5,33726.44
1548,2024-07-29,Bob Smith,Central,Training Package,Won,Social Media,27997.12,10,5,7,Small,False,3.7,26597.26
1190,2024-07-29,Alice Johnson,North,API Access,Lost,Website,49334.87,14,15,79,Small,False,2.0,41934.64
1505,2024-07-29,Ivy Anderson,South,Software License,Won,Cold Call,33254.34,5,5,50,Large,False,2.1,31591.62
1015,2024-07-29,Emma Davis,South,Software License,Lost,Trade Show,28803.57,13,10,49,Small,False,2.1,25923.21
1955,2024-07-29,David Brown,East,Cloud Storage,Pending,Email Campaign,8451.36,15,25,41,Medium,True,2.8,6338.52
1277,2024-07-29,Grace Wilson,West,Hardware Bundle,Won,Cold Call,36776.53,4,15,35,Large,True,2.4,31260.05
1290,2024-07-30,Alice Johnson,East,Hardware Bundle,Won,Social Media,5847.43,7,5,15,Enterprise,False,1.1,5555.06
1396,2024-07-30,Emma Davis,North,Training Package,Won,Trade Show,25653.02,18,0,58,Enterprise,False,3.8,25653.02
1767,2024-07-31,Grace Wilson,West,Training Package,Won,Cold Call,14817.57,15,0,24,Large,False,1.1,14817.57
1891,2024-07-31,Henry Taylor,East,Premium Subscription,Won,Social Media,47147.39,11,15,22,Medium,False,1.5,40075.28
1464,2024-07-31,Jack Thompson,Central,Cloud Storage,Lost,Trade Show,44566.71,7,0,41,Large,False,4.7,44566.71
1367,2024-08-01,David Brown,South,Support Plan,Won,Cold Call,25433.57,11,25,41,Medium,False,4.9,19075.18
1836,2024-08-01,Henry Taylor,East,Consulting Hours,Won,Cold Call,48090.02,16,0,89,Small,False,3.3,48090.02
1687,2024-08-02,David Brown,South,API Access,Won,Referral,17620.01,8,0,64,Medium,False,2.6,17620.01
1092,2024-08-03,Jack Thompson,East,Consulting Hours,Won,Email Campaign,30439.55,6,20,41,Small,False,1.8,24351.64
1310,2024-08-04,Grace Wilson,Central,Support Plan,Won,Trade Show,39233.76,4,0,19,Small,False,2.0,39233.76
1430,2024-08-04,Ivy Anderson,West,Hardware Bundle,Pending,Referral,19222.11,7,15,1,Enterprise,False,2.7,16338.79
1333,2024-08-04,Bob Smith,Central,API Access,Won,Trade Show,48886.06,7,10,27,Medium,True,2.7,43997.45
1659,2024-08-06,David Brown,North,Software License,Won,Cold Call,14587.72,12,0,21,Enterprise,False,2.2,14587.72
1192,2024-08-06,Ivy Anderson,West,Premium Subscription,Lost,Email Campaign,4557.3,8,15,66,Small,False,4.5,3873.7
1269,2024-08-06,Bob Smith,Central,Hardware Bundle,Won,Cold Call,24195.89,15,5,13,Large,False,4.9,22986.1
1838,2024-08-06,Alice Johnson,South,Cloud Storage,Lost,Cold Call,38410.49,18,5,19,Large,False,2.9,36489.97
1503,2024-08-06,Henry Taylor,East,Training Package,Won,Cold Call,31150.61,5,25,43,Enterprise,True,4.7,23362.96
1153,2024-08-06,Emma Davis,West,API Access,Won,Cold Call,7586.49,10,0,9,Large,False,4.5,7586.49
1219,2024-08-06,Alice Johnson,East,Consulting Hours,Lost,Referral,7392.72,9,20,44,Large,False,4.1,5914.18
1349,2024-08-07,Jack Thompson,West,Cloud Storage,Won,Trade Show,38163.86,19,20,47,Enterprise,False,3.2,30531.09
1298,2024-08-07,Ivy Anderson,North,Premium Subscription,Won,Social Media,34482.44,16,25,73,Enterprise,False,2.8,25861.83
1280,2024-08-07,Emma Davis,Central,Hardware Bundle,Won,Website,11976.14,3,25,85,Large,False,2.1,8982.1
1024,2024-08-07,Emma Davis,South,Hardware Bundle,Won,Referral,46963.91,17,10,15,Medium,True,1.0,42267.52
1769,2024-08-08,David Brown,South,Cloud Storage,Won,Social Media,33355.27,13,20,86,Large,False,3.5,26684.22
1072,2024-08-08,Grace Wilson,Central,Hardware Bundle,Won,Email Campaign,30776.5,7,25,82,Small,False,3.1,23082.38
1295,2024-08-09,Bob Smith,West,Software License,Lost,Trade Show,4517.63,17,15,26,Medium,True,4.2,3839.99
1594,2024-08-09,Emma Davis,Central,Premium Subscription,Won,Trade Show,14342.0,16,25,80,Large,False,4.7,10756.5
1507,2024-08-09,David Brown,East,Software License,Lost,Social Media,6085.74,13,25,81,Enterprise,True,4.5,4564.3
1105,2024-08-09,Carol Williams,East,Software License,Won,Referral,1437.8,2,5,64,Medium,True,2.0,1365.91
1540,2024-08-10,Carol Williams,South,Premium Subscription,Lost,Email Campaign,26025.99,14,5,32,Enterprise,True,1.8,24724.69
1691,2024-08-10,Henry Taylor,North,Hardware Bundle,Pending,Cold Call,8449.39,18,15,3,Medium,True,4.3,7181.98
1669,2024-08-10,Ivy Anderson,Central,Support Plan,Won,Email Campaign,6108.33,3,20,79,Large,False,5.0,4886.66
1750,2024-08-11,Bob Smith,East,Hardware Bundle,Won,Cold Call,17271.24,4,15,74,Enterprise,False,2.4,14680.55
1616,2024-08-11,Carol Williams,North,Consulting Hours,Pending,Referral,2958.24,13,0,2,Enterprise,False,4.3,2958.24
1185,2024-08-11,Jack Thompson,East,Support Plan,Won,Social Media,47206.92,16,15,63,Small,False,2.4,40125.88
